Month,Alpha NW T-stat,Beta NW T-stat
01/06/1994,1.915571782,-4.689135811
01/07/1994,1.157187645,-0.242523579
01/08/1994,0.097225193,1.709808831
01/09/1994,0.596521752,-0.447950192
01/10/1994,-1.143071474,0.632023912
01/11/1994,-3.351822009,0.788520191
01/12/1994,-1.283898343,0.647339362
01/01/1995,0.929469185,0.314097774
01/02/1995,2.08889642,-0.775149198
01/03/1995,1.957740668,-1.234964253
01/04/1995,1.834869656,0.323294524
01/05/1995,2.091276082,-1.139809045
01/06/1995,-2.671038434,4.06171308
01/07/1995,-2.853000031,6.180159501
01/08/1995,0.031430837,0.714121075
01/09/1995,1.213533929,0.406111344
01/10/1995,-1.604439612,-2.846615426
01/11/1995,0.240255932,0.269252943
01/12/1995,-0.812101385,0.933729808
01/01/1996,0.114373476,0.883181859
01/02/1996,0.35968707,1.084849743
01/03/1996,1.910003681,-0.224894951
01/04/1996,0.649563182,0.688142958
01/05/1996,1.383787814,1.790526446
01/06/1996,0.164732867,-1.389752229
01/07/1996,-1.833446823,-2.782490999
01/08/1996,2.196955807,2.4631456
01/09/1996,-0.557906325,2.25173294
01/10/1996,0.77951531,-2.346915623
01/11/1996,2.03640871,-0.371766766
01/12/1996,-0.566266384,-0.147321017
01/01/1997,0.929029128,1.917477578
01/02/1997,1.942360643,-2.381451651
01/03/1997,2.822924841,-9.377130103
01/04/1997,0.407157413,-1.548512788
01/05/1997,2.070803756,2.319142625
01/06/1997,4.952369256,-1.715463088
01/07/1997,0.992134158,0.498261723
01/08/1997,-1.325465961,2.977860959
01/09/1997,3.220549486,0.814656195
01/10/1997,1.21092635,-2.934475161
01/11/1997,1.251194281,-3.69308816
01/12/1997,1.692947122,-3.452434217
01/01/1998,-0.659378937,0.952109709
01/02/1998,1.982428886,0.964265809
01/03/1998,5.352969709,-1.521261464
01/04/1998,-0.180780619,1.121097252
01/05/1998,0.409602949,-2.476536488
01/06/1998,-0.080286848,-2.387496946
01/07/1998,-0.719818903,-1.012235962
01/08/1998,-3.516867731,-2.718658765
01/09/1998,-0.949995389,1.504412522
01/10/1998,0.068711911,1.408563238
01/11/1998,-0.675261687,2.116853828
01/12/1998,-0.639816737,1.343440174
01/01/1999,-4.035003043,5.501851108
01/02/1999,-0.026295689,-3.040449214
01/03/1999,0.242689101,-0.595467656
01/04/1999,1.496428359,1.020919639
01/05/1999,0.700922363,0.889384115
01/06/1999,-2.891948417,4.09635551
01/07/1999,-2.020479611,2.255771302
01/08/1999,-1.803132326,0.723473656
01/09/1999,-4.61430393,3.124419625
01/10/1999,-1.812376677,0.922051562
01/11/1999,-4.297098114,4.825131085
01/12/1999,-3.917481995,4.750734963
01/01/2000,-1.809988823,2.577093049
01/02/2000,-2.81567642,3.692863229
01/03/2000,3.080451868,-2.136317278
01/04/2000,3.083917803,-5.012223475
01/05/2000,5.013143859,-9.426031899
01/06/2000,-3.431419368,4.814414891
01/07/2000,6.345434542,-8.542591077
01/08/2000,0.501259676,0.816250305
01/09/2000,3.003333718,-4.63128366
01/10/2000,2.040144114,-4.985388689
01/11/2000,6.519670234,-15.65717276
01/12/2000,3.982775527,-4.678959043
01/01/2001,-1.642043342,6.79818339
01/02/2001,5.481217481,-8.708379837
01/03/2001,3.002957073,-5.411573645
01/04/2001,1.268654784,2.818412674
01/05/2001,2.931589379,0.197860807
01/06/2001,-1.369725532,1.353839034
01/07/2001,0.385795691,-1.675605155
01/08/2001,2.035601415,-6.35267296
01/09/2001,-3.562546076,-3.988176198
01/10/2001,-0.175404297,1.4274972
01/11/2001,-1.540570148,7.23886921
01/12/2001,2.420560798,1.750085953
01/01/2002,0.951784716,0.134314161
01/02/2002,3.321999698,-4.870810844
01/03/2002,2.883226441,0.639344269
01/04/2002,3.673866499,-3.423861053
01/05/2002,1.851252473,-6.156570333
01/06/2002,-0.038283342,-5.339408358
01/07/2002,-4.52226244,-0.710365015
01/08/2002,2.093658679,-2.318848713
01/09/2002,-3.91694907,-3.533712549
01/10/2002,-3.80603704,7.352590834
01/11/2002,-3.642940556,11.10776701
01/12/2002,4.607718021,-11.10797246
01/01/2003,-3.508548427,3.297251997
01/02/2003,-0.376167864,-1.781274606
01/03/2003,-0.248234384,0.964383247
01/04/2003,5.073209065,3.029914141
01/05/2003,2.142669738,2.559355679
01/06/2003,1.858734989,2.622209832
01/07/2003,-0.15355448,5.148297867
01/08/2003,2.819631046,3.039236182
01/09/2003,1.748304522,1.193150051
01/10/2003,6.269969781,3.507968047
01/11/2003,2.997427323,0.164036759
01/12/2003,2.733617323,-1.645977149
01/01/2004,0.061660123,5.091161746
01/02/2004,2.816164004,-2.81735042
01/03/2004,2.701148278,-2.789833829
01/04/2004,1.140031356,-3.979273133
01/05/2004,0.205319386,-0.013118845
01/06/2004,4.331461388,-2.487403954
01/07/2004,2.090286046,-11.83793087
01/08/2004,-0.042167545,-2.433694932
01/09/2004,3.029778059,0.354703036
01/10/2004,1.385031824,0.107913173
01/11/2004,4.355247094,0.022678887
01/12/2004,2.235850436,3.450489267
01/01/2005,3.495907621,-12.03882875
01/02/2005,3.029287647,-2.574621023
01/03/2005,-0.523239596,-3.683832536
01/04/2005,-2.173967099,-2.827607231
01/05/2005,3.674584598,1.4177769
01/06/2005,4.762146087,-2.103881328
01/07/2005,1.867560394,0.708008973
01/08/2005,-0.715756207,-0.432761779
01/09/2005,0.263371635,-0.291386504
01/10/2005,-2.342541175,-1.05236536
01/11/2005,0.850546842,2.474913934
01/12/2005,1.069248021,-0.335277436
01/01/2006,1.614495166,1.69180018
01/02/2006,-0.141839155,0.115842459
01/03/2006,2.021405574,2.937208501
01/04/2006,2.066720167,-0.718287139
01/05/2006,-0.754488955,-4.754846572
01/06/2006,1.300225985,-2.991876481
01/07/2006,-0.922406387,-3.045807162
01/08/2006,0.503713566,0.158983965
01/09/2006,0.13636964,-0.15292895
01/10/2006,2.601228323,0.339661842
01/11/2006,2.756449957,-0.591521248
01/12/2006,1.879092899,-1.369951463
01/01/2007,2.224089839,-0.080373346
01/02/2007,0.109005334,0.594653925
01/03/2007,1.005272274,-0.831257573
01/04/2007,0.824310243,0.651910995
01/05/2007,1.407070118,0.393716321
01/06/2007,-1.945721717,0.944876039
01/07/2007,-3.299711907,0.404347771
01/08/2007,-0.711177039,-0.964964838
01/09/2007,-0.021615075,1.13598068
01/10/2007,0.143250155,0.810184499
01/11/2007,-3.261833607,-2.94250676
01/12/2007,-0.814627366,0.348357242
01/01/2008,-0.963766299,-0.467891867
01/02/2008,-0.995391114,0.4958218
01/03/2008,1.16380309,-2.788892821
01/04/2008,-0.91552363,1.899127869
01/05/2008,-1.728282931,2.376683041
01/06/2008,-4.51568943,1.292918979
01/07/2008,0.923944576,-1.135801865
01/08/2008,2.375685814,-1.805222113
01/09/2008,1.502046603,-6.660230012
01/10/2008,-1.747795549,-2.742146932
01/11/2008,-1.442264229,-3.148682819
01/12/2008,0.969144381,0.382477144
01/01/2009,-1.925980435,0.576688837
01/02/2009,-3.346082483,-1.213844836
01/03/2009,1.259426317,2.564630142
01/04/2009,-0.891153286,6.565991208
01/05/2009,1.358605177,0.60390882
01/06/2009,0.156764417,0.134247865
01/07/2009,-0.959198071,3.331853175
01/08/2009,-0.000226257,2.621776953
01/09/2009,0.435924737,2.181375136
01/10/2009,-1.473391359,-0.909589333
01/11/2009,-2.545490207,4.428045031
01/12/2009,0.720427991,2.908474146
01/01/2010,-0.122194113,-0.584824567
01/02/2010,0.024943358,1.801363045
01/03/2010,1.983028316,-0.376410355
01/04/2010,-0.507640163,3.162263321
01/05/2010,-1.641567316,-3.683683044
01/06/2010,2.520021305,-5.532071656
01/07/2010,1.33742667,1.048889144
01/08/2010,-1.497271974,-1.902059292
01/09/2010,1.965077486,3.234619795
01/10/2010,0.321104638,1.847024706
01/11/2010,-1.98716114,2.358424245
01/12/2010,0.352240723,2.520919508
01/01/2011,-0.959208395,1.509389243
01/02/2011,1.972460159,0.130237033
01/03/2011,1.276477819,-1.026856679
01/04/2011,3.075168971,-2.547310223
01/05/2011,3.014944002,-4.272444883
01/06/2011,-0.800403139,-0.728947305
01/07/2011,0.018259104,-1.802477158
01/08/2011,-3.78E-06,-4.456695267
01/09/2011,1.394576803,-4.449812359
01/10/2011,-0.535633432,2.719002041
01/11/2011,0.90952043,-1.821265081
01/12/2011,1.732987571,-1.751717062
01/01/2012,-0.335296155,3.315960585
01/02/2012,2.064275476,-0.575710592
01/03/2012,2.710999921,-1.538627089
01/04/2012,4.206105958,-4.558201493
01/05/2012,1.032056666,-2.78684395
01/06/2012,1.440332652,-0.267504175
01/07/2012,3.357475775,-4.681371279
01/08/2012,0.471211602,0.633516127
01/09/2012,0.289698948,2.652289065
01/10/2012,-2.996435177,2.383300182
01/11/2012,-0.4047147,0.676875337
01/12/2012,-1.203636885,3.050868215
01/01/2013,2.986594034,0.823560763
01/02/2013,3.409112893,-2.444567576
01/03/2013,5.885581727,-1.863701705
01/04/2013,3.362967809,-3.059860019
01/05/2013,-0.709165714,3.023157142
01/06/2013,2.743460443,-2.555767704
01/07/2013,1.562315978,1.120731608
01/08/2013,-1.227210164,0.522303135
01/09/2013,3.459401355,-0.275373999
01/10/2013,2.805191635,-0.086331005
01/11/2013,0.967633219,0.603273029
01/12/2013,-0.528906484,3.549419555
01/01/2014,0.874526086,-1.949061164
01/02/2014,0.067103615,1.934391846
01/03/2014,2.696847411,-2.315814418
01/04/2014,-1.776880286,0.414418691
01/05/2014,2.819217569,-2.421818332
01/06/2014,1.670409827,2.305013379
01/07/2014,-2.616679935,0.724401609
01/08/2014,2.202121658,0.338124724
01/09/2014,2.302905557,-4.125426124
01/10/2014,3.891322216,-2.93080634
01/11/2014,2.998204147,-2.747885176
01/12/2014,2.278460357,-1.956078945
01/01/2015,3.043638598,-4.50810904
01/02/2015,-4.69193774,10.48791619
01/03/2015,1.634398975,-1.631338619
01/04/2015,-1.041489032,1.206400609
01/05/2015,3.189502048,-2.776978793
01/06/2015,1.812392562,-2.008077565
01/07/2015,3.651007022,-4.180946952
01/08/2015,-2.200989468,1.728961054
01/09/2015,3.864678887,-7.468242592
01/10/2015,1.194396724,0.553700828
01/11/2015,-0.805329163,1.100619159
01/12/2015,1.899431393,-4.853081399
01/01/2016,0.327639505,-2.649394529
01/02/2016,1.161134409,-0.389309177
01/03/2016,-0.656157027,4.271397136
01/04/2016,-3.761875357,4.783985218
01/05/2016,1.825691077,-2.156734772
01/06/2016,1.792641444,-1.591269287
01/07/2016,0.787438897,1.718906401
01/08/2016,0.124737045,1.001769698
01/09/2016,-0.885760202,1.713225902
01/10/2016,-0.015687445,-2.47532142
01/11/2016,0.807047975,0.722306558
01/12/2016,0.741202067,-0.086999804
01/01/2017,-1.222384305,2.263690015
01/02/2017,1.761977943,-1.28146087
01/03/2017,1.979413699,-1.665250191
01/04/2017,0.302662069,-0.332584229
01/05/2017,0.948858916,-1.625604895
01/06/2017,-1.094132431,3.080657498
01/07/2017,0.906649861,-1.286557824
01/08/2017,-0.002763204,-1.576351954
01/09/2017,-3.270842007,9.979230359
01/10/2017,-0.336009682,0.255218618
01/11/2017,2.999257118,0.405427428
01/12/2017,1.231805059,-0.516827428
01/01/2018,1.088763845,0.457324735
01/02/2018,-3.071058357,-1.769128338
01/03/2018,0.057946331,0.173985823
01/04/2018,-1.110801648,1.245523352
01/05/2018,0.729716351,2.309089155
01/06/2018,2.503256006,-1.926021676
01/07/2018,-0.654074041,1.183727719
01/08/2018,2.95780073,-2.043229122
01/09/2018,-0.068925236,-0.421739217
01/10/2018,1.205278739,-6.005244075
01/11/2018,-1.206609871,0.999382526
01/12/2018,-3.441358934,-3.220422722
01/01/2019,3.299302698,4.789353746
01/02/2019,0.741837847,1.305655282
01/03/2019,0.713024377,-1.635488293
01/04/2019,1.311420316,0.278900092
01/05/2019,-0.151951748,-3.272438853
01/06/2019,0.674835994,2.375223175
01/07/2019,-0.28664445,-0.403336536
01/08/2019,0.39000743,-2.859073025
01/09/2019,-1.197835821,2.551241224
01/10/2019,-0.42728443,0.287166087
01/11/2019,0.55638452,0.078785757
01/12/2019,-1.438863127,3.239742421
01/01/2020,-0.233300748,-1.225061464
01/02/2020,-3.221486163,-1.619808816
01/03/2020,-1.511197982,-2.800821312
01/04/2020,-0.911062838,3.32775439
01/05/2020,0.28038181,0.845355363
01/06/2020,-0.858223855,2.357933454
01/07/2020,2.733088563,-0.817247872
01/08/2020,0.663079658,0.970621995
01/09/2020,-0.15571193,-0.459008073
01/10/2020,2.664959409,-1.902240179
01/11/2020,0.784219277,6.457657497
01/12/2020,1.733159588,2.073274824
01/01/2021,-1.351957888,3.969948296
01/02/2021,-1.154546497,3.959867656
01/03/2021,7.002084201,-3.586152722
01/04/2021,3.604983815,-1.593939549
01/05/2021,-1.583576872,2.669880871
01/06/2021,-0.920841967,1.293046064
01/07/2021,3.741797703,-5.429227741
01/08/2021,0.358125545,0.161762641
01/09/2021,-2.634735457,1.76074182
01/10/2021,0.432353709,1.112927472
01/11/2021,-1.523680229,-0.60271032
01/12/2021,4.809598462,-3.219589129
01/01/2022,-1.266064727,-0.022825878
01/02/2022,-4.044528713,3.3805266
01/03/2022,0.39140498,0.369550215
01/04/2022,-0.455250652,-1.481724653
01/05/2022,-0.767568112,0.367352628
01/06/2022,-1.202594129,-3.315199423
01/07/2022,-0.416490917,3.760580079
01/08/2022,-2.067154524,1.176585031
01/09/2022,-4.380005574,-0.995989491
01/10/2022,0.258476123,2.308148172
01/11/2022,-0.269704464,1.10089396
01/12/2022,-0.936125757,-1.946034475
01/01/2023,0.492491128,1.645550778
01/02/2023,-1.069378704,-0.620555622
01/03/2023,-1.674863833,-0.603014779
01/04/2023,0.533624978,-1.983794868
01/05/2023,-2.950650863,1.397557007
01/06/2023,-0.322991322,2.640861735
01/07/2023,0.578009084,0.948500309
01/08/2023,-0.887964691,-1.458040505
01/09/2023,-1.801057947,-1.309240512
